PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2291,0,3,"Carter, Mr. Taylor 291",male,42.26,0,1,SYN-00291,7.9356,,Q
2292,1,1,"Davis, Mrs. Jordan 292",female,0.17,0,0,SYN-00292,57.4117,E32,S
2293,1,1,"Evans, Mr. Casey 293",male,8.81,0,0,SYN-00293,99.9716,,S
2294,1,1,"Foster, Mrs. Riley 294",female,,1,1,SYN-00294,81.6303,G66,S
2295,0,1,"Green, Mr. Avery 295",male,23.39,0,3,SYN-00295,121.5907,G64,S
2296,1,3,"Hall, Mr. Jamie 296",male,8.31,1,0,SYN-00296,12.2629,,S
2297,1,3,"Anderson, Mr. Alex 297",male,57.23,0,0,SYN-00297,6.2173,,S
2298,1,1,"Bennett, Mr. Morgan 298",male,7.35,2,1,SYN-00298,53.1498,F103,C
2299,1,3,"Carter, Mr. Taylor 299",male,36.65,2,0,SYN-00299,7.3377,C8,C
2300,0,1,"Davis, Mr. Jordan 300",male,20.31,0,0,SYN-00300,63.1768,F142,S
2301,0,3,"Evans, Mr. Casey 301",male,40.11,1,2,SYN-00301,26.8342,A49,C
2302,1,3,"Foster, Mrs. Riley 302",female,24.67,0,0,SYN-00302,29.3056,B23,S
2303,0,2,"Green, Mr. Avery 303",male,26.03,2,1,SYN-00303,31.6856,,S
2304,1,1,"Hall, Mr. Jamie 304",male,38.55,1,1,SYN-00304,74.725,G87,Q
2305,0,3,"Anderson, Mr. Alex 305",male,6.82,2,0,SYN-00305,4.7288,,C
2306,1,3,"Bennett, Mr. Morgan 306",male,52.36,0,1,SYN-00306,11.2863,,S
2307,0,2,"Carter, Mr. Taylor 307",male,32.55,0,0,SYN-00307,12.9517,,S
2308,0,1,"Davis, Mr. Jordan 308",male,47.93,1,0,SYN-00308,171.6199,,S
2309,0,1,"Evans, Mrs. Casey 309",female,14.94,1,0,SYN-00309,28.9375,,S
2310,1,3,"Foster, Mrs. Riley 310",female,,0,1,SYN-00310,12.3549,,S
2311,0,3,"Green, Mr. Avery 311",male,13.73,1,0,SYN-00311,6.1827,F159,S
2312,0,3,"Hall, Mr. Jamie 312",male,33.5,0,0,SYN-00312,9.9478,F93,Q
2313,1,3,"Anderson, Mrs. Alex 313",female,,0,2,SYN-00313,14.4244,C154,S
2314,0,3,"Bennett, Mr. Morgan 314",male,6.29,0,1,SYN-00314,17.5432,,S
2315,0,3,"Carter, Mr. Taylor 315",male,15.8,0,1,SYN-00315,9.6717,,C
2316,0,2,"Davis, Mrs. Jordan 316",female,12.27,0,0,SYN-00316,30.3987,,C
2317,0,3,"Evans, Mr. Casey 317",male,29.32,1,1,SYN-00317,6.9464,,S
2318,1,2,"Foster, Mr. Riley 318",male,23.48,0,0,SYN-00318,22.8918,,S
2319,1,2,"Green, Mrs. Avery 319",female,20.4,0,0,SYN-00319,34.7072,,C
2320,1,3,"Hall, Mr. Jamie 320",male,8.93,0,1,SYN-00320,12.004,,Q
2321,1,3,"Anderson, Mr. Alex 321",male,9.64,1,0,SYN-00321,7.4741,,S
2322,0,3,"Bennett, Mr. Morgan 322",male,47.78,0,0,SYN-00322,8.5772,A119,S
2323,1,2,"Carter, Mrs. Taylor 323",female,22.53,0,1,SYN-00323,34.9648,,C
2324,0,3,"Davis, Mr. Jordan 324",male,33.43,2,0,SYN-00324,5.4853,,Q
2325,0,3,"Evans, Mr. Casey 325",male,29.22,1,0,SYN-00325,5.9489,,S
2326,1,1,"Foster, Mr. Riley 326",male,6.23,1,1,SYN-00326,97.4529,,S
2327,0,1,"Green, Mr. Avery 327",male,50.0,3,0,SYN-00327,54.9798,,C
2328,1,3,"Hall, Mr. Jamie 328",male,28.11,1,1,SYN-00328,4.497,,S
2329,0,1,"Anderson, Mr. Alex 329",male,40.45,0,0,SYN-00329,147.149,,S
2330,0,3,"Bennett, Mrs. Morgan 330",female,19.47,0,1,SYN-00330,,,S
2331,0,1,"Carter, Mr. Taylor 331",male,27.69,0,0,SYN-00331,62.7281,E30,S
2332,1,1,"Davis, Mrs. Jordan 332",female,,1,0,SYN-00332,49.7872,,C
2333,1,3,"Evans, Mr. Casey 333",male,47.3,0,2,SYN-00333,8.4897,,S
2334,0,1,"Foster, Mr. Riley 334",male,34.36,0,0,SYN-00334,43.0325,,C
2335,0,3,"Green, Mrs. Avery 335",female,,1,0,SYN-00335,14.812,,S
2336,1,3,"Hall, Mr. Jamie 336",male,,1,0,SYN-00336,10.6285,E39,C
2337,0,1,"Anderson, Mrs. Alex 337",female,46.19,1,0,SYN-00337,120.2418,A73,S
2338,0,3,"Bennett, Mr. Morgan 338",male,40.71,0,0,SYN-00338,7.1531,,S
2339,0,3,"Carter, Mrs. Taylor 339",female,,0,0,SYN-00339,32.322,,Q
2340,0,3,"Davis, Mr. Jordan 340",male,,0,0,SYN-00340,3.5079,,C
2341,0,3,"Evans, Mrs. Casey 341",female,15.95,0,0,SYN-00341,4.1819,F66,S
2342,0,3,"Foster, Mr. Riley 342",male,,0,0,SYN-00342,26.2268,B92,S
2343,0,3,"Green, Mr. Avery 343",male,32.39,0,0,SYN-00343,12.9787,,S
2344,0,2,"Hall, Mr. Jamie 344",male,,0,0,SYN-00344,24.1309,,Q
2345,1,3,"Anderson, Mr. Alex 345",male,,0,0,SYN-00345,12.677,C151,S
2346,0,3,"Bennett, Mr. Morgan 346",male,9.08,0,0,SYN-00346,13.6911,D159,Q
2347,1,3,"Carter, Mr. Taylor 347",male,29.26,1,0,SYN-00347,11.7924,,S
2348,1,3,"Davis, Mrs. Jordan 348",female,6.82,0,0,SYN-00348,5.8787,D66,S
2349,0,2,"Evans, Mr. Casey 349",male,37.4,1,1,SYN-00349,31.3664,G86,S
2350,0,3,"Foster, Mrs. Riley 350",female,35.29,0,1,SYN-00350,14.3817,,S
2351,1,3,"Green, Mr. Avery 351",male,,0,1,SYN-00351,21.938,,Q
2352,1,1,"Hall, Mrs. Jamie 352",female,8.79,0,0,SYN-00352,184.7175,,S
2353,0,1,"Anderson, Mr. Alex 353",male,,0,0,SYN-00353,83.953,,Q
2354,0,3,"Bennett, Mr. Morgan 354",male,41.45,0,0,SYN-00354,5.0908,,S
2355,1,3,"Carter, Mr. Taylor 355",male,10.43,0,0,SYN-00355,26.5087,,S
2356,1,3,"Davis, Mr. Jordan 356",male,16.53,0,0,SYN-00356,5.7122,,Q
2357,1,1,"Evans, Mr. Casey 357",male,34.66,1,1,SYN-00357,84.2995,,S
2358,0,2,"Foster, Mr. Riley 358",male,0.17,0,1,SYN-00358,17.3662,,S
2359,0,3,"Green, Mr. Avery 359",male,29.48,0,0,SYN-00359,7.8911,,S
2360,0,3,"Hall, Mr. Jamie 360",male,15.72,1,0,SYN-00360,15.2252,F114,S
2361,0,3,"Anderson, Mr. Alex 361",male,31.42,1,0,SYN-00361,11.4391,F24,C
2362,1,3,"Bennett, Mrs. Morgan 362",female,14.91,0,0,SYN-00362,13.2615,,S
2363,1,3,"Carter, Mrs. Taylor 363",female,35.94,1,2,SYN-00363,6.385,,S
2364,1,3,"Davis, Mrs. Jordan 364",female,,1,0,SYN-00364,9.087,,S
2365,0,3,"Evans, Mr. Casey 365",male,3.29,0,1,SYN-00365,6.5492,B99,S
2366,0,3,"Foster, Mr. Riley 366",male,30.09,0,0,SYN-00366,8.9629,,Q
2367,1,3,"Green, Mr. Avery 367",male,19.24,0,0,SYN-00367,9.3677,A34,C
2368,0,1,"Hall, Mr. Jamie 368",male,26.54,1,0,SYN-00368,193.0333,,S
2369,1,2,"Anderson, Mrs. Alex 369",female,11.18,0,0,SYN-00369,17.3409,,S
2370,1,3,"Bennett, Mr. Morgan 370",male,35.69,1,1,SYN-00370,3.1065,F26,S
2371,0,3,"Carter, Mr. Taylor 371",male,38.26,1,0,SYN-00371,21.5394,,C
2372,0,3,"Davis, Mrs. Jordan 372",female,64.57,1,1,SYN-00372,12.803,,S
2373,0,1,"Evans, Mr. Casey 373",male,21.29,2,0,SYN-00373,65.1335,,S
2374,1,3,"Foster, Mrs. Riley 374",female,26.25,1,2,SYN-00374,7.8626,,S
2375,1,1,"Green, Mrs. Avery 375",female,21.94,1,0,SYN-00375,41.5828,F122,Q
2376,0,3,"Hall, Mrs. Jamie 376",female,32.97,1,2,SYN-00376,29.0353,C25,S
2377,0,3,"Anderson, Mr. Alex 377",male,35.34,0,0,SYN-00377,10.2893,,S
2378,0,3,"Bennett, Mr. Morgan 378",male,29.25,0,0,SYN-00378,3.8452,,Q
2379,0,3,"Carter, Mr. Taylor 379",male,45.21,1,2,SYN-00379,11.9753,,Q
2380,1,2,"Davis, Mr. Jordan 380",male,21.36,1,0,SYN-00380,38.8274,,S
2381,1,2,"Evans, Mr. Casey 381",male,43.81,0,1,SYN-00381,21.797,,C
2382,1,3,"Foster, Mr. Riley 382",male,37.54,0,0,SYN-00382,6.0904,,S
2383,0,3,"Green, Mr. Avery 383",male,29.83,1,0,SYN-00383,5.7979,B108,S
2384,0,3,"Hall, Mr. Jamie 384",male,,1,0,SYN-00384,6.0379,,S
2385,0,2,"Anderson, Mr. Alex 385",male,63.97,1,1,SYN-00385,46.1845,,S
2386,1,1,"Bennett, Mr. Morgan 386",male,18.56,0,0,SYN-00386,67.2946,,S
2387,1,1,"Carter, Mr. Taylor 387",male,34.17,0,1,SYN-00387,27.8045,,S
2388,0,1,"Davis, Mr. Jordan 388",male,19.5,0,0,SYN-00388,86.4675,,S
2389,1,2,"Evans, Mrs. Casey 389",female,55.0,0,0,SYN-00389,21.6132,E64,C
2390,1,3,"Foster, Mr. Riley 390",male,42.42,0,1,SYN-00390,7.8122,,S
2391,0,3,"Green, Mr. Avery 391",male,20.5,0,0,SYN-00391,5.7051,,S
2392,1,1,"Hall, Mrs. Jamie 392",female,37.18,1,0,SYN-00392,38.9919,A106,S
2393,1,1,"Anderson, Mr. Alex 393",male,33.61,1,0,SYN-00393,127.2488,,S
2394,0,2,"Bennett, Mr. Morgan 394",male,22.77,0,1,SYN-00394,22.9167,,S
2395,1,3,"Carter, Mrs. Taylor 395",female,40.61,0,0,SYN-00395,13.0116,,S
2396,1,2,"Davis, Mr. Jordan 396",male,35.45,0,0,SYN-00396,22.882,,S
2397,0,3,"Evans, Mr. Casey 397",male,33.02,0,0,SYN-00397,11.9749,,S
2398,1,3,"Foster, Mrs. Riley 398",female,29.41,1,0,SYN-00398,7.7289,F92,C
2399,1,1,"Green, Mr. Avery 399",male,36.03,0,1,SYN-00399,62.5077,,C
2400,0,3,"Hall, Mr. Jamie 400",male,4.0,0,0,SYN-00400,18.9781,C136,S
2401,1,3,"Anderson, Mrs. Alex 401",female,,0,0,SYN-00401,21.7717,,
2402,1,2,"Bennett, Mr. Morgan 402",male,21.03,1,1,SYN-00402,10.2122,,S
2403,0,1,"Carter, Mr. Taylor 403",male,53.71,0,1,SYN-00403,62.4242,C80,C
2404,0,3,"Davis, Mrs. Jordan 404",female,15.29,0,0,SYN-00404,15.8662,,S
2405,0,3,"Evans, Mr. Casey 405",male,35.99,0,0,SYN-00405,28.1551,,S
2406,0,3,"Foster, Mr. Riley 406",male,,1,0,SYN-00406,26.6466,C8,S
2407,0,3,"Green, Mrs. Avery 407",female,,0,2,SYN-00407,6.4554,,S
2408,1,1,"Hall, Mr. Jamie 408",male,,2,0,SYN-00408,141.1426,,Q
2409,0,3,"Anderson, Mrs. Alex 409",female,19.71,0,0,SYN-00409,10.3278,,S
2410,1,3,"Bennett, Mr. Morgan 410",male,9.6,1,0,SYN-00410,17.7612,,S
2411,0,1,"Carter, Mr. Taylor 411",male,34.53,0,2,SYN-00411,107.9911,C120,S
2412,0,3,"Davis, Mr. Jordan 412",male,10.78,0,1,SYN-00412,4.9898,G25,S
2413,1,3,"Evans, Mrs. Casey 413",female,23.3,0,0,SYN-00413,13.5322,,S
2414,1,3,"Foster, Mr. Riley 414",male,0.17,3,0,SYN-00414,17.3869,,S
2415,0,2,"Green, Mrs. Avery 415",female,33.37,1,0,SYN-00415,19.7795,,S
2416,0,1,"Hall, Mrs. Jamie 416",female,13.89,1,2,SYN-00416,61.1311,,C
2417,0,3,"Anderson, Mrs. Alex 417",female,8.61,0,0,SYN-00417,4.213,,S
2418,0,3,"Bennett, Mr. Morgan 418",male,45.2,0,0,SYN-00418,14.5643,B143,S
2419,1,3,"Carter, Mrs. Taylor 419",female,,0,0,SYN-00419,11.2166,,S
2420,0,3,"Davis, Mr. Jordan 420",male,41.16,0,0,SYN-00420,6.0218,,C
2421,1,3,"Evans, Mr. Casey 421",male,20.19,0,1,SYN-00421,8.3593,,C
2422,1,2,"Foster, Mrs. Riley 422",female,52.42,0,0,SYN-00422,21.7738,,S
2423,1,1,"Green, Mrs. Avery 423",female,,0,0,SYN-00423,51.4827,,S
2424,1,1,"Hall, Mrs. Jamie 424",female,6.35,0,0,SYN-00424,70.1031,,S
2425,0,1,"Anderson, Mr. Alex 425",male,17.16,0,1,SYN-00425,26.7366,,S
2426,1,3,"Bennett, Mr. Morgan 426",male,38.48,0,0,SYN-00426,21.0051,,C
2427,1,1,"Carter, Mrs. Taylor 427",female,26.33,1,1,SYN-00427,70.6152,,C
2428,0,1,"Davis, Mr. Jordan 428",male,27.63,0,0,SYN-00428,38.2388,,S
2429,1,3,"Evans, Mrs. Casey 429",female,47.81,0,0,SYN-00429,2.5851,,C
2430,1,1,"Foster, Mr. Riley 430",male,19.52,1,1,SYN-00430,123.2876,,C
2431,1,1,"Green, Mr. Avery 431",male,31.28,0,1,SYN-00431,95.1491,,C
2432,0,3,"Hall, Mr. Jamie 432",male,43.36,0,0,SYN-00432,11.2286,,C
2433,1,2,"Anderson, Mr. Alex 433",male,41.33,2,1,SYN-00433,32.1605,,S
2434,1,3,"Bennett, Mr. Morgan 434",male,8.9,0,0,SYN-00434,16.0559,,Q
2435,1,3,"Carter, Mrs. Taylor 435",female,25.96,0,0,SYN-00435,11.1287,,S
2436,1,1,"Davis, Mrs. Jordan 436",female,5.66,0,0,SYN-00436,60.8662,,S
2437,1,3,"Evans, Mrs. Casey 437",female,15.21,3,0,SYN-00437,7.9499,A143,S
2438,0,3,"Foster, Mr. Riley 438",male,34.46,0,0,SYN-00438,12.6051,,C
2439,1,3,"Green, Mr. Avery 439",male,28.07,1,0,SYN-00439,21.5624,,S
2440,0,3,"Hall, Mr. Jamie 440",male,31.05,0,0,SYN-00440,9.4498,,S
2441,0,3,"Anderson, Mr. Alex 441",male,44.55,1,0,SYN-00441,22.5255,,C
2442,0,3,"Bennett, Mrs. Morgan 442",female,13.38,3,0,SYN-00442,12.2781,F19,S
2443,1,3,"Carter, Mr. Taylor 443",male,26.69,0,0,SYN-00443,12.3291,,S
2444,0,1,"Davis, Mrs. Jordan 444",female,32.64,0,0,SYN-00444,262.7769,,S
2445,0,3,"Evans, Mrs. Casey 445",female,,1,1,SYN-00445,24.8177,G23,S
2446,0,3,"Foster, Mr. Riley 446",male,50.04,1,0,SYN-00446,25.1742,,S
2447,1,3,"Green, Mr. Avery 447",male,42.72,0,0,SYN-00447,6.4488,C64,S
2448,1,2,"Hall, Mr. Jamie 448",male,34.06,0,0,SYN-00448,66.7819,,S
2449,1,1,"Anderson, Mrs. Alex 449",female,,1,0,SYN-00449,66.9052,,Q
2450,0,3,"Bennett, Mr. Morgan 450",male,,1,1,SYN-00450,8.8239,,C
2451,0,3,"Carter, Mrs. Taylor 451",female,29.89,0,0,SYN-00451,3.0496,,S
2452,1,2,"Davis, Mr. Jordan 452",male,35.13,0,1,SYN-00452,23.9314,,C
2453,1,2,"Evans, Mr. Casey 453",male,17.2,0,2,SYN-00453,11.0219,,
2454,0,2,"Foster, Mrs. Riley 454",female,34.21,0,0,SYN-00454,25.0349,,C
2455,0,3,"Green, Mrs. Avery 455",female,14.51,0,0,SYN-00455,5.2789,G146,S
2456,1,2,"Hall, Mrs. Jamie 456",female,,0,1,SYN-00456,53.7566,,S
2457,1,3,"Anderson, Mr. Alex 457",male,3.45,0,1,SYN-00457,13.5441,,S
2458,0,1,"Bennett, Mr. Morgan 458",male,33.81,1,0,SYN-00458,245.2859,,S
2459,1,2,"Carter, Mr. Taylor 459",male,4.06,0,0,SYN-00459,11.3938,B58,S
2460,0,2,"Davis, Mr. Jordan 460",male,16.46,0,0,SYN-00460,46.8889,,S
2461,0,3,"Evans, Mr. Casey 461",male,37.91,1,0,SYN-00461,3.7102,,S
2462,1,3,"Foster, Mrs. Riley 462",female,30.3,1,1,SYN-00462,,,S
2463,0,3,"Green, Mr. Avery 463",male,0.17,0,2,SYN-00463,7.0653,,S
2464,0,3,"Hall, Mrs. Jamie 464",female,47.4,1,0,SYN-00464,7.8163,,S
2465,0,2,"Anderson, Mr. Alex 465",male,31.91,0,0,SYN-00465,15.0542,,C
2466,1,3,"Bennett, Mr. Morgan 466",male,18.53,1,0,SYN-00466,6.0466,,S
2467,1,1,"Carter, Mr. Taylor 467",male,43.93,1,3,SYN-00467,35.0112,,S
2468,0,2,"Davis, Mr. Jordan 468",male,20.51,0,0,SYN-00468,15.6802,,S
2469,0,3,"Evans, Mrs. Casey 469",female,,1,0,SYN-00469,10.659,,S
2470,1,1,"Foster, Mr. Riley 470",male,35.02,3,1,SYN-00470,132.7579,,C
2471,0,3,"Green, Mr. Avery 471",male,54.93,2,0,SYN-00471,11.7638,,S
2472,1,3,"Hall, Mr. Jamie 472",male,52.73,0,0,SYN-00472,18.9951,,C
2473,1,3,"Anderson, Mrs. Alex 473",female,35.04,0,0,SYN-00473,4.4353,D133,Q
2474,1,3,"Bennett, Mrs. Morgan 474",female,36.47,1,0,SYN-00474,7.881,,S
2475,0,3,"Carter, Mrs. Taylor 475",female,,0,0,SYN-00475,14.7854,,S
2476,1,2,"Davis, Mrs. Jordan 476",female,12.4,3,2,SYN-00476,24.1549,,S
2477,0,1,"Evans, Mr. Casey 477",male,39.02,0,1,SYN-00477,43.5909,C18,S
2478,0,1,"Foster, Mr. Riley 478",male,19.72,0,1,SYN-00478,117.0069,,S
2479,0,3,"Green, Mr. Avery 479",male,,0,0,SYN-00479,7.4662,,S
2480,1,3,"Hall, Mr. Jamie 480",male,,1,0,SYN-00480,6.521,,S
2481,0,1,"Anderson, Mr. Alex 481",male,37.02,0,0,SYN-00481,91.4979,,S
2482,1,3,"Bennett, Mrs. Morgan 482",female,31.65,0,0,SYN-00482,10.034,,S
2483,0,3,"Carter, Mr. Taylor 483",male,0.17,0,1,SYN-00483,7.5006,,S
2484,1,3,"Davis, Mrs. Jordan 484",female,32.5,2,0,SYN-00484,7.3618,,S
2485,1,3,"Evans, Mrs. Casey 485",female,38.99,0,0,SYN-00485,5.5522,,C
2486,0,3,"Foster, Mr. Riley 486",male,36.24,0,1,SYN-00486,8.044,,S
2487,0,3,"Green, Mr. Avery 487",male,,0,0,SYN-00487,18.3126,A156,S
2488,1,3,"Hall, Mrs. Jamie 488",female,52.99,2,0,SYN-00488,11.4397,,S
2489,0,1,"Anderson, Mr. Alex 489",male,34.36,1,0,SYN-00489,118.5959,D107,C
2490,0,3,"Bennett, Mr. Morgan 490",male,36.13,0,0,SYN-00490,13.2822,,C
2491,1,1,"Carter, Mr. Taylor 491",male,44.62,0,0,SYN-00491,49.9868,,S
2492,1,3,"Davis, Mr. Jordan 492",male,35.08,0,0,SYN-00492,4.0372,,S
2493,0,1,"Evans, Mr. Casey 493",male,17.43,0,1,SYN-00493,42.0444,,S
2494,1,1,"Foster, Mrs. Riley 494",female,0.17,2,0,SYN-00494,48.3911,,S
2495,0,1,"Green, Mr. Avery 495",male,,1,0,SYN-00495,46.3757,,S
2496,0,2,"Hall, Mr. Jamie 496",male,40.65,0,2,SYN-00496,34.3051,,S
2497,1,2,"Anderson, Mr. Alex 497",male,13.24,0,0,SYN-00497,34.1088,,Q
2498,1,1,"Bennett, Mr. Morgan 498",male,,0,0,SYN-00498,236.2827,F105,S
2499,0,3,"Carter, Mr. Taylor 499",male,32.08,0,0,SYN-00499,6.5702,,S
2500,0,2,"Davis, Mr. Jordan 500",male,,2,1,SYN-00500,48.1504,,S
2501,1,3,"Evans, Mr. Casey 501",male,25.87,1,2,SYN-00501,23.9935,,S
2502,1,3,"Foster, Mr. Riley 502",male,36.55,1,2,SYN-00502,8.8008,,Q
2503,0,3,"Green, Mr. Avery 503",male,37.08,0,0,SYN-00503,12.9752,,Q
2504,1,1,"Hall, Mr. Jamie 504",male,,1,0,SYN-00504,138.5039,,S
2505,0,2,"Anderson, Mr. Alex 505",male,6.11,0,0,SYN-00505,19.3622,,C
2506,0,3,"Bennett, Mr. Morgan 506",male,23.58,0,0,SYN-00506,9.2773,,S
2507,0,1,"Carter, Mrs. Taylor 507",female,,0,0,SYN-00507,49.5737,,S
2508,0,2,"Davis, Mr. Jordan 508",male,51.64,0,0,SYN-00508,5.4614,,S
2509,0,3,"Evans, Mr. Casey 509",male,,0,0,SYN-00509,10.3952,,S
2510,1,3,"Foster, Mrs. Riley 510",female,5.32,1,0,SYN-00510,6.7677,,S
2511,1,2,"Green, Mrs. Avery 511",female,40.6,0,0,SYN-00511,11.0706,,S
2512,0,3,"Hall, Mr. Jamie 512",male,42.16,1,2,SYN-00512,12.6138,,S
2513,0,3,"Anderson, Mrs. Alex 513",female,24.96,1,0,SYN-00513,4.5013,,Q
2514,0,3,"Bennett, Mrs. Morgan 514",female,,0,1,SYN-00514,15.5791,,S
2515,1,1,"Carter, Mrs. Taylor 515",female,46.53,0,2,SYN-00515,91.3296,,S
2516,0,1,"Davis, Mrs. Jordan 516",female,56.47,0,0,SYN-00516,56.1703,,Q
2517,0,3,"Evans, Mrs. Casey 517",female,40.4,0,0,SYN-00517,9.6578,,S
2518,0,1,"Foster, Mr. Riley 518",male,30.62,0,0,SYN-00518,,B2,S
2519,1,3,"Green, Mrs. Avery 519",female,,1,0,SYN-00519,15.1087,,S
2520,0,2,"Hall, Mr. Jamie 520",male,37.8,1,1,SYN-00520,22.1709,,S
2521,0,3,"Anderson, Mr. Alex 521",male,28.38,0,0,SYN-00521,11.549,C9,S
2522,0,3,"Bennett, Mr. Morgan 522",male,32.65,1,0,SYN-00522,13.179,,S
2523,1,3,"Carter, Mrs. Taylor 523",female,15.19,0,0,SYN-00523,7.0235,C118,S
2524,0,3,"Davis, Mr. Jordan 524",male,,1,0,SYN-00524,4.3367,A155,S
2525,1,2,"Evans, Mrs. Casey 525",female,14.04,0,0,SYN-00525,33.8608,,C
2526,0,3,"Foster, Mr. Riley 526",male,23.95,1,0,SYN-00526,14.6052,,Q
2527,0,1,"Green, Mr. Avery 527",male,31.37,0,1,SYN-00527,52.146,,S
2528,1,3,"Hall, Mr. Jamie 528",male,57.87,2,0,SYN-00528,12.5234,E22,Q
2529,0,3,"Anderson, Mr. Alex 529",male,24.08,0,1,SYN-00529,19.9748,,C
2530,1,3,"Bennett, Mrs. Morgan 530",female,20.68,0,1,SYN-00530,18.7065,,Q
2531,0,3,"Carter, Mr. Taylor 531",male,22.29,0,1,SYN-00531,7.3307,,S
2532,1,3,"Davis, Mr. Jordan 532",male,53.22,1,0,SYN-00532,4.4095,,S
2533,1,1,"Evans, Mr. Casey 533",male,0.17,1,1,SYN-00533,33.9207,,S
2534,1,3,"Foster, Mr. Riley 534",male,15.96,1,1,SYN-00534,8.4244,,C
2535,1,3,"Green, Mrs. Avery 535",female,68.24,1,0,SYN-00535,22.3507,F60,S
2536,1,2,"Hall, Mrs. Jamie 536",female,38.27,1,0,SYN-00536,13.3978,,C
2537,0,3,"Anderson, Mr. Alex 537",male,14.52,2,1,SYN-00537,7.2038,,C
2538,1,2,"Bennett, Mrs. Morgan 538",female,29.41,0,0,SYN-00538,14.2454,,S
2539,1,2,"Carter, Mrs. Taylor 539",female,30.94,1,0,SYN-00539,14.9286,,S
2540,1,2,"Davis, Mr. Jordan 540",male,41.85,0,0,SYN-00540,19.8769,,Q
2541,1,1,"Evans, Mr. Casey 541",male,5.89,0,0,SYN-00541,34.6212,,S
2542,1,3,"Foster, Mr. Riley 542",male,,0,1,SYN-00542,18.1557,F140,S
2543,0,3,"Green, Mr. Avery 543",male,22.44,0,0,SYN-00543,9.2344,,Q
2544,0,3,"Hall, Mr. Jamie 544",male,,0,0,SYN-00544,39.0995,,S
2545,1,3,"Anderson, Mrs. Alex 545",female,20.22,1,0,SYN-00545,5.2442,,S
2546,0,2,"Bennett, Mr. Morgan 546",male,15.53,0,1,SYN-00546,47.95,,S
2547,1,3,"Carter, Mr. Taylor 547",male,5.36,2,0,SYN-00547,21.4951,,C
2548,1,1,"Davis, Mrs. Jordan 548",female,8.09,0,1,SYN-00548,55.8165,,S
2549,0,3,"Evans, Mr. Casey 549",male,17.45,1,1,SYN-00549,8.047,,S
2550,1,1,"Foster, Mr. Riley 550",male,13.25,0,0,SYN-00550,42.1731,G101,S
2551,1,3,"Green, Mr. Avery 551",male,34.39,0,1,SYN-00551,6.0629,,S
2552,1,3,"Hall, Mrs. Jamie 552",female,,1,0,SYN-00552,9.9967,,S
2553,1,3,"Anderson, Mrs. Alex 553",female,0.17,0,0,SYN-00553,10.1145,,S
2554,1,3,"Bennett, Mr. Morgan 554",male,7.19,2,0,SYN-00554,4.1425,,C
2555,1,2,"Carter, Mrs. Taylor 555",female,,1,1,SYN-00555,70.6092,,S
2556,1,3,"Davis, Mrs. Jordan 556",female,21.52,0,0,SYN-00556,8.6698,D153,C
2557,1,3,"Evans, Mrs. Casey 557",female,51.27,0,0,SYN-00557,10.3675,B91,Q
2558,0,3,"Foster, Mr. Riley 558",male,21.41,1,0,SYN-00558,7.0862,D47,S
2559,1,3,"Green, Mr. Avery 559",male,42.33,0,1,SYN-00559,8.6342,D22,S
2560,0,3,"Hall, Mr. Jamie 560",male,29.73,0,1,SYN-00560,8.2133,,S
2561,0,3,"Anderson, Mrs. Alex 561",female,29.41,1,0,SYN-00561,9.9839,,S
2562,1,2,"Bennett, Mrs. Morgan 562",female,,0,0,SYN-00562,19.8402,,S
2563,0,3,"Carter, Mr. Taylor 563",male,29.18,0,0,SYN-00563,15.5687,,S
2564,0,3,"Davis, Mr. Jordan 564",male,19.29,0,1,SYN-00564,11.3312,,S
2565,0,3,"Evans, Mr. Casey 565",male,32.38,2,0,SYN-00565,14.7308,A100,S
2566,0,3,"Foster, Mr. Riley 566",male,,0,1,SYN-00566,9.9462,,S
2567,0,2,"Green, Mr. Avery 567",male,16.78,1,0,SYN-00567,22.7126,F12,S
2568,1,3,"Hall, Mrs. Jamie 568",female,43.89,1,1,SYN-00568,,,S
2569,0,1,"Anderson, Mr. Alex 569",male,35.98,0,1,SYN-00569,121.5355,,S
2570,1,1,"Bennett, Mr. Morgan 570",male,23.73,0,0,SYN-00570,83.5911,,S
2571,0,3,"Carter, Mrs. Taylor 571",female,10.29,0,0,SYN-00571,9.1673,,S
2572,1,2,"Davis, Mr. Jordan 572",male,28.83,0,0,SYN-00572,18.0362,,S
2573,0,2,"Evans, Mr. Casey 573",male,17.85,1,1,SYN-00573,18.8338,D144,S
2574,0,2,"Foster, Mr. Riley 574",male,30.99,0,1,SYN-00574,20.3377,,S
2575,0,3,"Green, Mr. Avery 575",male,21.31,1,0,SYN-00575,9.6948,A101,S
2576,1,3,"Hall, Mr. Jamie 576",male,16.77,0,0,SYN-00576,7.3538,,Q
2577,0,3,"Anderson, Mr. Alex 577",male,7.28,0,0,SYN-00577,15.2302,,S
2578,0,1,"Bennett, Mr. Morgan 578",male,24.98,0,0,SYN-00578,110.3809,C68,S
2579,0,3,"Carter, Mr. Taylor 579",male,37.94,0,0,SYN-00579,26.6745,,S
2580,1,3,"Davis, Mrs. Jordan 580",female,,1,1,SYN-00580,7.1749,,C
2581,1,3,"Evans, Mr. Casey 581",male,65.29,0,0,SYN-00581,14.4274,,Q
